SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0384,Frozen Product 79,Frozen,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH2654,24/06/2025,13/05/2025,07/04/2026,77,345,76,37,0,1,"49,80",1.725,"6,93",524,175,7,"$1,48","$1,59","$511,60","4,33","20,00","90,17%",FEFO,Low Stock,1,22/06/2025,"-7,59%","82,13%",
SKU0385,Dairy Product 426,Dairy,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH5631,04/04/2025,28/03/2025,14/04/2025,158,511,60,64,1,0,"56,06",1.193,"9,12",850,289,10,"$0,81","$0,79","$413,45","3,29","18,00","86,60%",FIFO,Low Stock,4,08/07/2025,"-6,85%","81,20%",
SKU0386,Dairy Product 135,Dairy,C,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH7713,10/06/2025,23/05/2025,09/07/2025,91,246,47,24,1,2,"19,82",532,"12,41",125,46,4,"$1,80","$1,81","$443,49","2,42","5,00","70,16%",FIFO,Expiring Soon,2,04/09/2025,"-9,91%","64,22%",
SKU0387,Personal Product 353,Personal Care,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH1208,11/07/2025,30/05/2025,16/07/2026,60,145,62,7,2,0,"16,85",430,"8,61",129,45,5,"$8,40","$9,48","$1.218,48","3,49","6,00","94,10%",FIFO,In Stock,4,26/08/2025,"5,96%","97,28%",
SKU0388,Beverages Product 77,Beverages,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH5192,21/08/2025,11/07/2025,16/03/2027,19,1,27,30,1,1,"66,40",1.435,"15,21",106,40,1,"$0,31","$0,29","$311,89","1,97","25,00","76,66%",FIFO,In Stock,3,13/07/2025,"7,71%","65,36%",
SKU0389,Meat Product 238,Meat,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH5760,27/07/2025,04/07/2025,02/08/2025,44,358,75,64,1,0,"29,47",1.065,"12,15",136,48,3,"$1,76","$1,89","$631,51","2,47","8,00","75,93%",FEFO,Expiring Soon,0,17/07/2025,"-8,58%","83,47%",
SKU0390,Fresh Product 389,Fresh Produce,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3793,05/08/2025,15/07/2025,18/08/2025,35,337,20,7,0,0,"30,33",731,"11,11",47,17,1,"$0,69","$0,79","$233,54","2,70","6,00","80,06%",FEFO,Expiring Soon,0,15/07/2025,"8,6%","62,25%",
SKU0391,Meat Product 376,Meat,A,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH2865,14/06/2025,20/05/2025,24/06/2025,87,365,26,58,3,2,"29,04",759,"12,57",441,151,10,"$7,21","$7,26","$2.630,63","2,39","7,00","95,95%",FEFO,Low Stock,5,13/07/2025,"-7,47%","66,46%",
SKU0392,Bakery Product 436,Bakery,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2852,27/03/2025,19/03/2025,30/03/2025,166,628,100,75,4,2,"51,99",2.027,"12,08",552,188,7,"$0,66","$0,65","$413,10","2,48","17,00","88,47%",FIFO,Expiring Soon,3,20/08/2025,"7,84%","92,05%",Temperature controlled
SKU0393,Frozen Product 292,Frozen,B,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH6875,06/04/2025,26/02/2025,08/01/2026,156,238,63,114,0,0,"33,24",1.042,"7,16",201,68,4,"$5,93","$6,20","$1.410,72","4,19","12,00","89,56%",FIFO,In Stock,0,14/06/2025,"-2,24%","76,09%",
SKU0394,Beverages Product 457,Beverages,A,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH7738,08/05/2025,10/04/2025,25/12/2026,124,321,54,67,0,1,"27,28",605,"11,77",48,21,1,"$6,85","$7,48","$2.198,79","2,55","12,00","70,05%",FIFO,In Stock,-5,01/09/2025,"9,39%","81,95%",
SKU0395,Seafood Product 361,Seafood,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH6542,18/04/2025,16/03/2025,24/04/2025,144,95,29,22,0,0,"10,98",425,"8,65",53,20,3,"$8,80","$8,48","$836,27","3,47","3,00","71,89%",FIFO,Expiring Soon,-2,16/07/2025,"-5,44%","71,73%",
SKU0396,Meat Product 178,Meat,A,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH1190,20/04/2025,10/03/2025,26/04/2025,142,336,15,59,1,1,"38,54",991,"8,72",179,63,3,"$10,56","$9,64","$3.546,68","3,44","12,00","78,21%",FIFO,Expiring Soon,0,07/07/2025,"0,86%","97,43%",
SKU0397,Household Product 446,Household,A,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH4946,07/05/2025,16/04/2025,22/02/2028,125,150,28,22,2,0,"13,09",509,"11,46",47,21,2,"$17,98","$20,48","$2.697,18","2,62","4,00","76,49%",FEFO,In Stock,1,03/09/2025,"-3,4%","69,60%",
SKU0398,Pantry Product 194,Pantry,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH8277,20/08/2025,30/06/2025,17/03/2029,20,144,26,13,1,0,"13,86",396,"10,39",109,40,5,"$4,44","$4,17","$640,01","2,89","2,00","92,54%",FEFO,In Stock,0,29/08/2025,"-2,16%","72,03%",
SKU0399,Frozen Product 61,Frozen,C,S008,PT Hygienic Supplies,WHJKT,Jakarta - Cengkareng,BATCH7755,14/08/2025,12/08/2025,24/05/2026,26,392,126,32,1,0,"46,84",1.803,"8,37",71,24,1,"$1,13","$1,10","$441,51","3,58","19,00","87,59%",FIFO,In Stock,-5,29/08/2025,"-1,51%","65,83%",
SKU0400,Personal Product 327,Personal Care,A,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH8474,19/04/2025,18/02/2025,16/06/2027,143,95,7,19,1,0,"7,91",236,"12,01",33,17,2,"$22,92","$23,40","$2.177,76","2,50","2,00","84,38%",FEFO,In Stock,3,25/07/2025,"-4,73%","90,17%",
SKU0401,Household Product 433,Household,A,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH8751,19/04/2025,05/03/2025,09/10/2029,143,180,6,0,2,1,"11,07",258,"16,26",70,26,4,"$14,10","$16,06","$2.538,74","1,85","6,00","98,60%",FEFO,In Stock,-5,14/07/2025,"4,68%","92,65%",High return rate
SKU0402,Fresh Product 182,Fresh Produce,C,S005,PT Agro Raya,WHDPS,Denpasar - Tabanan,BATCH2741,29/04/2025,27/04/2025,07/05/2025,133,320,68,4,2,0,"31,81",946,"10,06",105,41,2,"$2,41","$2,27","$771,58","2,98","11,00","81,60%",FIFO,Expiring Soon,-2,08/07/2025,"7,95%","80,60%",Fragile
SKU0403,Fresh Product 313,Fresh Produce,C,S004,PT Nusantara Supplier,WHBDG,Bandung - Rancaekek,BATCH4532,10/08/2025,12/07/2025,19/08/2025,30,335,41,45,0,0,"26,52",607,"12,63",85,32,2,"$1,15","$1,12","$386,29","2,37","11,00","97,36%",FIFO,Expiring Soon,-1,28/07/2025,"-5,68%","60,71%",Fragile
SKU0404,Fresh Product 325,Fresh Produce,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH9260,17/05/2025,09/05/2025,27/05/2025,115,539,64,51,2,0,"32,51",927,"16,58",153,55,3,"$0,45","$0,48","$240,29","1,81","20,00","70,44%",FEFO,Expiring Soon,0,09/09/2025,-5%,"94,62%",
SKU0405,Fresh Product 479,Fresh Produce,C,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3903,09/05/2025,26/03/2025,20/05/2025,123,800,52,1,1,0,"79,70",2.452,"10,04",844,286,7,"$0,65","$0,66","$523,52","2,99","33,00","97,94%",FIFO,Low Stock,2,24/08/2025,"-0,66%","97,18%",Temperature controlled
SKU0406,Pantry Product 165,Pantry,B,S009,PT Beverage Nusantara,WHMDN,Medan - Deli Serdang,BATCH5067,25/05/2025,08/05/2025,23/10/2029,107,129,13,74,1,0,"26,73",664,"4,83",161,54,4,"$7,72","$7,82","$996,10","6,22","10,00","82,16%",FEFO,Low Stock,-6,28/07/2025,"-1,2%","67,48%",
SKU0407,Frozen Product 69,Frozen,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH9393,08/04/2025,20/03/2025,02/04/2026,154,465,99,16,2,0,"25,90",572,"17,95",81,29,2,"$1,25","$1,42","$580,92","1,67","5,00","93,84%",FEFO,In Stock,1,01/07/2025,"-7,28%","72,37%",
SKU0408,Dairy Product 320,Dairy,C,S005,PT Agro Raya,WHSBY,Surabaya - Sidoarjo,BATCH3913,21/03/2025,17/02/2025,01/04/2025,172,514,8,34,0,0,"37,55",1.406,"13,69",115,40,2,"$1,36","$1,41","$700,99","2,19","13,00","88,51%",FEFO,Expiring Soon,0,11/06/2025,"-9,51%","75,80%",Promotional item
SKU0409,Pantry Product 299,Pantry,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH5684,21/03/2025,24/01/2025,18/03/2029,172,228,44,37,1,3,"19,80",733,"11,52",65,25,2,"$11,83","$13,03","$2.697,42","2,61","11,00","76,33%",FEFO,In Stock,2,08/09/2025,"-4,21%","92,12%",
SKU0410,Fresh Product 75,Fresh Produce,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3636,20/07/2025,02/07/2025,27/07/2025,51,321,33,31,0,0,"26,31",689,"12,20",125,46,3,"$1,08","$1,10","$347,68","2,46","11,00","92,93%",FEFO,Expiring Soon,-4,22/08/2025,"-1,04%","66,09%",
SKU0411,Beverages Product 152,Beverages,B,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8415,01/09/2025,26/08/2025,04/09/2028,8,296,26,36,1,1,"37,40",833,"7,91",285,98,5,"$6,69","$7,37","$1.980,33","3,79","11,00","96,77%",FIFO,In Stock,4,19/06/2025,"-4,94%","61,00%",
SKU0412,Meat Product 402,Meat,A,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH7825,04/06/2025,15/04/2025,21/06/2025,97,209,30,10,0,1,"20,64",494,"10,13",39,18,1,"$10,39","$11,35","$2.171,01","2,96","3,00","75,46%",FEFO,Expiring Soon,3,01/07/2025,"-2,98%","76,56%",Promotional item
SKU0413,Dairy Product 445,Dairy,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7025,31/03/2025,11/02/2025,29/04/2025,162,225,57,0,0,1,"22,47",781,"10,01",75,30,2,"$1,16","$1,09","$261,79","3,00","8,00","75,99%",FIFO,Expiring Soon,3,16/08/2025,"0,14%","69,81%",
SKU0414,Dairy Product 350,Dairy,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH9418,27/07/2025,20/07/2025,26/08/2025,44,776,36,111,0,1,"51,21",1.46,"15,15",234,80,3,"$2,09","$2,00","$1.618,89","1,98","18,00","87,21%",FEFO,Expiring Soon,4,04/09/2025,"2,55%","74,65%",
SKU0415,Pantry Product 67,Pantry,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH6415,06/07/2025,07/06/2025,17/07/2026,65,100,61,39,1,0,"20,01",427,"5,00",219,79,7,"$1,20","$1,26","$120,49","6,00","7,00","90,35%",FIFO,Low Stock,-1,04/09/2025,"7,07%","87,83%",
SKU0416,Seafood Product 27,Seafood,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH2194,07/05/2025,18/03/2025,15/05/2025,125,81,14,13,0,1,"4,61",134,"17,57",54,22,7,"$8,26","$9,14","$669,38","1,71","3,00","72,90%",FEFO,Expiring Soon,0,04/07/2025,"4,47%","86,29%",
SKU0417,Dairy Product 35,Dairy,B,S009,PT Beverage Nusantara,WHBDG,Bandung - Rancaekek,BATCH9798,26/05/2025,01/05/2025,19/06/2025,106,405,53,20,0,0,"34,93",1.257,"11,59",58,23,1,"$3,73","$4,01","$1.512,19","2,59","13,00","74,13%",FIFO,Expiring Soon,2,27/07/2025,"-3,78%","97,26%",
SKU0418,Dairy Product 170,Dairy,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH9691,26/06/2025,27/05/2025,09/07/2025,75,462,63,79,2,0,"35,98",774,"12,84",224,80,4,"$1,83","$1,70","$845,78","2,34","14,00","73,26%",FIFO,Expiring Soon,2,26/08/2025,"-7,05%","90,59%",
SKU0419,Frozen Product 464,Frozen,A,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH6258,09/07/2025,15/06/2025,15/01/2026,62,428,176,110,0,0,"42,28",1.494,"10,12",194,67,3,"$7,03","$7,61","$3.010,85","2,96","17,00","92,30%",FIFO,In Stock,0,22/07/2025,"-7,85%","62,39%",
SKU0420,Beverages Product 13,Beverages,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH8300,01/05/2025,31/03/2025,07/03/2029,131,184,18,8,1,0,"13,23",462,"13,91",143,50,7,"$7,72","$7,49","$1.420,88","2,16","3,00","80,06%",FIFO,In Stock,-2,03/08/2025,"-2,03%","93,25%",
SKU0421,Dairy Product 264,Dairy,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH9736,29/07/2025,29/07/2025,22/08/2025,42,217,45,22,2,1,"13,95",313,"15,56",48,20,2,"$3,31","$3,04","$718,68","1,93","8,00","86,33%",FIFO,Expiring Soon,4,14/08/2025,"-7,67%","76,32%",
SKU0422,Beverages Product 443,Beverages,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH8130,19/07/2025,08/06/2025,24/07/2029,52,859,129,129,1,0,"70,26",2.679,"12,23",214,73,2,"$0,29","$0,31","$248,08","2,45","23,00","71,40%",FIFO,In Stock,3,14/06/2025,"1,17%","90,05%",
SKU0423,Frozen Product 170,Frozen,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3916,22/08/2025,03/07/2025,03/03/2026,18,187,34,40,1,1,"14,04",316,"13,32",72,30,3,"$1,29","$1,32","$240,97","2,25","3,00","93,98%",FEFO,In Stock,7,30/06/2025,"1,59%","61,99%",High return rate
SKU0424,Personal Product 209,Personal Care,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8094,01/04/2025,12/03/2025,07/07/2028,161,210,27,7,1,0,"16,81",366,"12,49",84,34,3,"$1,26","$1,29","$264,64","2,40","3,00","85,36%",FIFO,In Stock,0,22/07/2025,"6,16%","70,70%",
SKU0425,Pantry Product 329,Pantry,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH2189,13/04/2025,22/03/2025,15/07/2026,149,244,60,5,1,0,"17,74",538,"13,75",89,36,3,"$6,06","$5,50","$1.478,40","2,18","7,00","76,49%",FIFO,In Stock,-5,03/08/2025,"-2,06%","91,13%",
SKU0426,Seafood Product 45,Seafood,B,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH1504,04/06/2025,05/05/2025,13/06/2025,97,323,70,44,2,0,"27,75",716,"11,64",127,44,3,"$4,62","$4,47","$1.490,71","2,58","13,00","88,44%",FIFO,Expiring Soon,-7,03/07/2025,"8,61%","79,55%",
SKU0427,Beverages Product 408,Beverages,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5883,31/03/2025,16/02/2025,20/01/2027,162,768,125,199,0,1,"80,64",2.53,"9,52",125,44,1,"$6,86","$6,67","$5.269,48","3,15","25,00","73,99%",FEFO,In Stock,0,08/09/2025,"-8,28%","90,10%",
SKU0428,Pantry Product 64,Pantry,C,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH7456,16/04/2025,13/03/2025,19/08/2029,146,40,13,8,2,3,"5,20",147,"7,69",31,15,3,"$4,58","$4,40","$183,28","3,90","2,00","81,73%",FIFO,In Stock,0,01/08/2025,"-9,16%","84,47%",
SKU0429,Beverages Product 372,Beverages,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH9397,27/05/2025,18/05/2025,08/01/2030,105,1,319,166,2,0,"88,26",2.731,"12,51",269,92,2,"$3,54","$3,85","$3.907,39","2,40","27,00","88,21%",FIFO,In Stock,0,17/08/2025,"0,42%","85,12%",
SKU0430,Household Product 100,Household,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH1891,22/03/2025,27/01/2025,26/05/2029,171,47,12,4,0,1,"4,77",155,"9,85",30,16,3,"$8,40","$7,69","$394,60","3,04","2,00","89,36%",FEFO,In Stock,4,19/06/2025,"6,68%","91,10%",
SKU0431,Meat Product 35,Meat,C,S005,PT Agro Raya,WHJKT,Jakarta - Cengkareng,BATCH6420,21/07/2025,29/06/2025,10/08/2025,50,160,6,5,0,0,"14,09",407,"11,36",64,22,3,"$3,71","$3,83","$593,57","2,64","7,00","71,41%",FIFO,Expiring Soon,-1,16/06/2025,"-3,03%","61,15%",
SKU0432,Fresh Product 318,Fresh Produce,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8383,20/06/2025,30/05/2025,30/06/2025,81,213,17,30,1,3,"17,55",667,"12,14",62,27,2,"$0,72","$0,82","$153,64","2,47","10,00","71,90%",FEFO,Expiring Soon,0,13/06/2025,"6,28%","76,83%",
SKU0433,Pantry Product 187,Pantry,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH6131,28/07/2025,13/07/2025,06/08/2026,43,19,0,3,4,2,"1,68",43,"11,31",11,8,2,"$6,21","$6,29","$118,08","2,65","1,00","92,35%",FIFO,In Stock,7,19/06/2025,"0,03%","64,57%",
SKU0434,Household Product 69,Household,C,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH6877,14/05/2025,26/03/2025,11/11/2028,118,16,4,0,0,3,"2,06",77,"7,77",5,3,1,"$4,86","$5,22","$77,74","3,86","2,00","79,08%",FEFO,In Stock,3,09/07/2025,"3,97%","78,59%",
SKU0435,Dairy Product 311,Dairy,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH4218,05/08/2025,20/07/2025,29/08/2025,35,262,36,30,2,0,"39,11",1.127,"6,70",120,42,2,"$0,94","$1,07","$245,10","4,48","10,00","93,20%",FIFO,Expiring Soon,3,31/08/2025,"-4,75%","72,57%",
SKU0436,Household Product 324,Household,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH4485,14/04/2025,15/02/2025,21/07/2028,148,110,25,50,2,1,"19,19",747,"5,73",62,24,2,"$11,55","$12,73","$1.270,28","5,23","16,00","70,53%",FIFO,In Stock,2,01/07/2025,"9,53%","93,94%",
SKU0437,Personal Product 277,Personal Care,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH4658,08/06/2025,12/04/2025,19/08/2028,93,21,2,4,3,0,"3,12",86,"6,73",54,23,10,"$13,67","$13,50","$287,00","4,46","1,00","93,75%",FEFO,Low Stock,4,23/08/2025,"-4,7%","81,10%",
SKU0438,Frozen Product 204,Frozen,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH4913,07/09/2025,15/07/2025,22/08/2026,2,215,88,58,0,1,"33,13",1.179,"6,49",155,56,3,"$3,59","$4,08","$771,68","4,62","15,00","91,14%",FIFO,In Stock,2,06/07/2025,"5,1%","86,44%",High return rate
SKU0439,Dairy Product 486,Dairy,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH1662,09/05/2025,25/04/2025,27/05/2025,123,162,30,16,1,1,"15,04",554,"10,77",122,47,5,"$2,04","$2,07","$329,96","2,79","6,00","90,81%",FEFO,Expiring Soon,-5,11/08/2025,"-2,34%","72,34%",Promotional item
SKU0440,Meat Product 343,Meat,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8695,09/06/2025,12/04/2025,26/06/2025,92,297,29,33,7,1,"24,26",861,"12,24",151,54,4,"$6,89","$6,53","$2.045,97","2,45","6,00","77,28%",FEFO,Expiring Soon,0,04/09/2025,"-4,3%","90,07%",Promotional item
SKU0441,Fresh Product 496,Fresh Produce,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH9918,04/07/2025,29/05/2025,16/07/2025,67,303,96,13,1,2,"35,71",795,"8,48",218,75,4,"$1,83","$2,05","$554,40","3,54","15,00","88,70%",FIFO,Expiring Soon,3,23/07/2025,"6,26%","82,04%",
SKU0442,Bakery Product 335,Bakery,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4651,07/07/2025,04/06/2025,12/07/2025,64,308,114,48,0,1,"54,20",1.365,"5,68",165,57,2,"$1,50","$1,56","$462,71","5,28","15,00","74,64%",FEFO,Expiring Soon,1,26/07/2025,"-3,98%","80,32%",
SKU0443,Seafood Product 406,Seafood,A,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH8207,08/09/2025,29/08/2025,13/09/2025,1,221,23,37,1,1,"22,86",634,"9,67",75,29,2,"$10,72","$11,89","$2.369,72","3,10","6,00","97,28%",FIFO,Expiring Soon,-2,31/08/2025,"-9,84%","97,40%",
SKU0444,Meat Product 77,Meat,A,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH4773,09/06/2025,14/05/2025,17/06/2025,92,459,72,34,0,2,"27,14",592,"16,91",128,47,3,"$5,22","$4,83","$2.395,80","1,77","10,00","95,70%",FEFO,Expiring Soon,0,26/08/2025,"-5,25%","96,88%",
SKU0445,Frozen Product 108,Frozen,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH1367,28/03/2025,13/03/2025,07/01/2026,165,176,68,13,2,2,"18,40",600,"9,57",91,36,3,"$5,64","$5,25","$992,99","3,14","5,00","70,23%",FIFO,In Stock,0,24/08/2025,"-6,63%","75,06%",
SKU0446,Dairy Product 323,Dairy,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH1916,16/04/2025,06/04/2025,27/04/2025,146,95,7,0,2,1,"9,06",202,"10,49",74,29,5,"$3,21","$3,56","$304,90","2,86","5,00","98,03%",FEFO,Expiring Soon,2,17/08/2025,"1,44%","77,66%",
SKU0447,Bakery Product 497,Bakery,C,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH2404,24/03/2025,11/03/2025,28/03/2025,169,48,7,5,4,1,"4,70",126,"10,21",53,20,7,"$1,13","$1,15","$54,15","2,94","3,00","83,59%",FEFO,Low Stock,-2,24/06/2025,"4,41%","83,19%",
SKU0448,Household Product 88,Household,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH3979,09/04/2025,01/03/2025,26/01/2027,153,39,4,0,0,1,"2,79",76,"13,98",26,15,4,"$17,87","$16,24","$696,97","2,15","1,00","73,17%",FEFO,In Stock,-6,19/08/2025,"1,86%","77,82%",
SKU0449,Seafood Product 233,Seafood,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7196,23/08/2025,30/07/2025,29/08/2025,17,24,3,4,1,3,"1,97",71,"12,18",13,5,4,"$3,89","$3,61","$93,44","2,46","3,00","80,04%",FIFO,Expiring Soon,4,27/08/2025,"0,1%","62,75%",Temperature controlled
SKU0450,Household Product 259,Household,A,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH3906,07/04/2025,08/03/2025,21/10/2026,155,273,35,11,0,0,"17,93",553,"15,23",33,15,1,"$12,61","$12,41","$3.441,49","1,97","7,00","85,05%",FIFO,In Stock,0,03/07/2025,"4,36%","65,49%",
SKU0451,Fresh Product 247,Fresh Produce,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH8069,24/04/2025,22/03/2025,27/04/2025,138,244,81,88,3,0,"60,42",1.517,"4,04",280,99,3,"$0,58","$0,55","$141,84","7,43","19,00","70,67%",FEFO,Low Stock,-7,24/07/2025,"8,19%","78,63%",
SKU0452,Beverages Product 220,Beverages,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH2600,04/06/2025,08/05/2025,21/05/2028,97,162,53,5,0,0,"16,95",414,"9,56",358,121,14,"$2,10","$2,34","$340,52","3,14","5,00","87,56%",FIFO,Low Stock,-6,08/08/2025,"3,76%","76,80%",
SKU0453,Meat Product 440,Meat,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5223,09/04/2025,28/03/2025,27/04/2025,153,21,6,3,0,1,"3,81",135,"5,51",36,17,5,"$10,66","$10,33","$223,82","5,44","1,00","89,70%",FIFO,Low Stock,0,11/06/2025,"6,02%","90,08%",
SKU0454,Fresh Product 268,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH4365,08/09/2025,26/07/2025,17/09/2025,1,381,35,79,0,0,"43,09",1.215,"8,84",199,70,3,"$0,51","$0,57","$192,63","3,39","14,00","73,48%",FEFO,Expiring Soon,-5,19/07/2025,"-2,53%","93,08%",
SKU0455,Dairy Product 334,Dairy,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH7939,05/07/2025,30/05/2025,29/07/2025,66,68,68,0,3,0,"26,48",798,"2,57",204,72,5,"$0,98","$0,98","$66,65","11,68","13,00","86,28%",FEFO,Low Stock,7,23/06/2025,"1,6%","60,91%",
SKU0456,Beverages Product 387,Beverages,A,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH8904,21/04/2025,10/04/2025,05/06/2029,141,1,160,61,0,2,"74,86",1.762,"15,48",567,193,5,"$2,00","$2,28","$2.319,51","1,94","28,00","74,33%",FEFO,In Stock,1,30/06/2025,"8,83%","68,28%",
SKU0457,Meat Product 158,Meat,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH3262,13/03/2025,18/01/2025,30/03/2025,180,23,5,7,0,0,"2,66",82,"8,65",6,3,1,"$6,53","$7,15","$150,18","3,47","1,00","83,50%",FIFO,Expiring Soon,1,11/08/2025,"-4,79%","81,86%",
SKU0458,Beverages Product 83,Beverages,A,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH6544,02/05/2025,12/03/2025,30/07/2028,130,1,127,265,1,1,"84,52",2.179,"13,55",390,136,3,"$2,29","$2,24","$2.625,03","2,21","34,00","71,06%",FIFO,In Stock,-1,20/08/2025,"2,76%","86,14%",
SKU0459,Pantry Product 412,Pantry,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8133,12/05/2025,07/05/2025,22/09/2029,120,109,11,8,2,2,"11,01",376,"9,90",34,12,2,"$14,01","$12,86","$1.527,30","3,03","4,00","84,07%",FIFO,In Stock,2,07/08/2025,"2,8%","73,51%",
SKU0460,Fresh Product 20,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH9536,05/04/2025,18/03/2025,18/04/2025,157,310,25,70,0,0,"25,35",576,"12,23",81,30,2,"$2,11","$2,12","$654,04","2,45","3,00","72,33%",FIFO,Expiring Soon,8,18/08/2025,"-7,87%","85,04%",
